index_name,company_name_original,company_name_normalized,symbol,isin,event_type,announced_date,effective_date,source_document,source_reference,mapping_method,mapping_confidence,extraction_confidence,review_status,notes
NIFTY 500,Aarti Drugs Ltd.,AARTI DRUGS,AARTIDRUGS,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Brightcom Group Ltd.,BRIGHTCOM GROUP,BCG,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Delta Corp Ltd.,DELTA CORP,DELTACORP,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Epigral Ltd.,EPIGRAL,EPIGRAL,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Galaxy Surfactants Ltd.,GALAXY SURFACTANTS,GALAXYSURF,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Go Fashion (India) Ltd.,GO FASHION (INDIA),GOCOLORS,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,G R Infraprojects Ltd.,G R INFRAPROJECTS,GRINFRA,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Gujarat Alkalies & Chemicals Ltd.,GUJARAT ALKALIES AND CHEMICALS,GUJALKALI,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,HLE Glascoat Ltd.,HLE GLASCOAT,HLEGLAS,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Infibeam Avenues Ltd.,INFIBEAM AVENUES,INFIBEAM,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Ingersoll Rand (India) Ltd.,INGERSOLL RAND (INDIA),INGERRAND,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Jamna Auto Industries Ltd.,JAMNA AUTO INDUSTRIES,JAMNAAUTO,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Lakshmi Machine Works Ltd.,LAKSHMI MACHINE WORKS,LAXMIMACH,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Lux Industries Ltd.,LUX INDUSTRIES,LUXIND,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Nazara Technologies Ltd.,NAZARA TECHNOLOGIES,NAZARA,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Orient Electric Ltd.,ORIENT ELECTRIC,ORIENTELEC,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Pfizer Ltd.,PFIZER,PFIZER,INE182A01018,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Procter & Gamble Health Ltd.,PROCTER AND GAMBLE HEALTH,PGHL,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Polyplex Corporation Ltd.,POLYPLEX CORPORATION,POLYPLEX,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Rain Industries Ltd,RAIN INDUSTRIES,RAIN,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Rallis India Ltd.,RALLIS INDIA,RALLIS,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Relaxo Footwears Ltd.,RELAXO FOOTWEARS,RELAXO,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Rossari Biotech Ltd.,ROSSARI BIOTECH,ROSSARI,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Sheela Foam Ltd.,SHEELA FOAM,SFL,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Sharda Cropchem Ltd.,SHARDA CROPCHEM,SHARDACROP,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Shoppers Stop Ltd.,SHOPPERS STOP,SHOPERSTOP,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Suprajit Engineering Ltd.,SUPRAJIT ENGINEERING,SUPRAJIT,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Symphony Ltd.,SYMPHONY,SYMPHONY,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Teamlease Services Ltd.,TEAMLEASE SERVICES,TEAMLEASE,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,TTK Prestige Ltd.,TTK PRESTIGE,TTKPRESTIG,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,V-Guard Industries Ltd.,V GUARD INDUSTRIES,VGUARD,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Vinati Organics Ltd.,VINATI ORGANICS,VINATIORGA,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,V-Mart Retail Ltd.,V MART RETAIL,VMART,,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Zydus Wellness Ltd.,ZYDUS WELLNESS,ZYDUSWELL,INE768C01028,REMOVED,2024-02-28,2024-03-28,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs28022024.pdf,https://www.niftyindices.com/Press_Release/ind_prs28022024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices w.e.f. March 28, 2024"
NIFTY 500,Aadhar Housing Finance Ltd.,AADHAR HOUSING FINANCE,AADHARHFC,INE883F01010,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Aditya Birla Sun Life AMC Ltd.,ADITYA BIRLA SUN LIFE AMC,ABSLAMC,INE404A01024,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Anant Raj Ltd.,ANANT RAJ,ANANTRAJ,INE242C01024,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,BASF India Ltd.,BASF INDIA,BASF,,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Bharti Hexacom Ltd.,BHARTI HEXACOM,BHARTIHEXA,INE343G01021,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Valor Estate Ltd.,VALOR ESTATE,DBREALTY,,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,GE T&D India Ltd.,GE TANDD INDIA,GET&D,,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Go Digit General Insurance Ltd.,GO DIGIT GENERAL INSURANCE,GODIGIT,INE03JT01014,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Godrej Agrovet Ltd.,GODREJ AGROVET,GODREJAGRO,,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,G R Infraprojects Ltd.,G R INFRAPROJECTS,GRINFRA,,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,IFCI Ltd.,IFCI,IFCI,INE039A01010,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Indegene Ltd.,INDEGENE,INDGN,INE065X01017,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,INOX India Ltd.,INOX INDIA,INOXINDIA,,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Indian Renewable Energy Development Agency Ltd.,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY,IREDA,INE202E01016,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,JK Tyre & Industries Ltd.,JK TYRE AND INDUSTRIES,JKTYRE,INE573A01042,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Jaiprakash Power Ventures Ltd.,JAIPRAKASH POWER VENTURES,JPPOWER,INE351F01018,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Jyoti CNC Automation Ltd.,JYOTI CNC AUTOMATION,JYOTICNC,INE980O01024,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Kirloskar Brothers Ltd.,KIRLOSKAR BROTHERS,KIRLOSBROS,,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Kirloskar Oil Eng Ltd.,KIRLOSKAR OIL ENG,KIRLOSENG,INE146L01010,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Netweb Technologies India Ltd.,NETWEB TECHNOLOGIES INDIA,NETWEB,INE0NT901020,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Newgen Software Technologies Ltd.,NEWGEN SOFTWARE TECHNOLOGIES,NEWGEN,INE619B01017,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Pfizer Ltd.,PFIZER,PFIZER,INE182A01018,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,PTC Industries Ltd.,PTC INDUSTRIES,PTCIL,INE596F01018,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Shipping Corporation of India Ltd.,SHIPPING CORPORATION OF INDIA,SCI,INE109A01011,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,TBO Tek Ltd.,TBO TEK,TBOTEK,INE673O01025,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Techno Electric & Engineering Company Ltd.,TECHNO ELECTRIC AND ENGINEERING COMPANY,TECHNOE,INE285K01026,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Vinati Organics Ltd.,VINATI ORGANICS,VINATIORGA,,ADDED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Aether Industries Ltd.,AETHER INDUSTRIES,AETHER,,REMOVED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Allcargo Logistics Ltd.,ALLCARGO LOGISTICS,ALLCARGO,,REMOVED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Anupam Rasayan India Ltd.,ANUPAM RASAYAN INDIA,ANURAS,INE930P01018,REMOVED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
NIFTY 500,Borosil Renewables Ltd.,BOROSIL RENEWABLES,BORORENEW,,REMOVED,2024-08-23,2024-09-30,C:\Users\cores\OneDrive\Desktop\Personal Project\InterSignal\data\reference\nifty500\history\raw\ind_prs23082024.pdf,https://www.niftyindices.com/Press_Release/ind_prs23082024.pdf,EXPLICIT_SYMBOL,HIGH,HIGH,PARSED,"Replacements in indices and revision in criteria w.e.f. September 30, 2024"
