filename,source_url,published_date,document_type,title,contains_nifty500_changes,can_parse_automatically,parse_status,parsed_event_count,notes
ind_prs08052026.pdf,https://www.niftyindices.com/Press_Release/ind_prs08052026.pdf,2026-05-08,PDF,"Replacement in indices w.e.f. May 15, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs15052026.pdf,https://www.niftyindices.com/Press_Release/ind_prs15052026.pdf,2026-05-15,PDF,Revision in criteria for Nifty indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs20052026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs20052026_1.pdf,2026-05-20,PDF,"Replacement in indices w.e.f. May 29, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs21052026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs21052026_1.pdf,2026-05-21,PDF,"Replacements in indices w.e.f. May 29, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs10062026.pdf,https://www.niftyindices.com/Press_Release/ind_prs10062026.pdf,2026-06-10,PDF,Revision in criteria and replacements in indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs17062026.pdf,https://www.niftyindices.com/Press_Release/ind_prs17062026.pdf,2026-06-17,PDF,"Exclusion of Vedanta Power Ltd. and Vedanta Iron and Steel Ltd. w.e.f. June 19, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs17062026_2.pdf,https://www.niftyindices.com/Press_Release/ind_prs17062026_2.pdf,2026-06-17,PDF,"Replacement in Indices w.e.f. June 30, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs19062026.pdf,https://www.niftyindices.com/Press_Release/ind_prs19062026.pdf,2026-06-19,PDF,"Exclusion of Vedanta Aluminium Metal Ltd. from Nifty indices w.e.f. June 23, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs22062026.pdf,https://www.niftyindices.com/Press_Release/ind_prs22062026.pdf,2026-06-22,PDF,"Exclusion of Vedanta Oil and Gas Ltd. w.e.f. June 24, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs13072026.pdf,https://www.niftyindices.com/Press_Release/ind_prs13072026.pdf,2026-07-13,PDF,Revision in criteria in Nifty equity indices,False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs13072026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs13072026_1.pdf,2026-07-13,PDF,"Replacement in indices w.e.f. July 17, 2026",True,True,PARSED,2,Parsed 2 Nifty 500 event rows.
ind_prs17072026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs17072026_1.pdf,2026-07-17,PDF,"Replacements in indices w.e.f. July 31, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs20072026.pdf,https://www.niftyindices.com/Press_Release/ind_prs20072026.pdf,2026-07-20,PDF,"Exclusion of Allcargo Global Ltd. from Nifty Indices w.e.f. July 22, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs28072026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs28072026_1.pdf,2026-07-28,PDF,"Corporate Action Adjustment for Inox Green Energy Services Ltd. in Nifty Indices w.e.f. July 31, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs03082026.pdf,https://www.niftyindices.com/Press_Release/ind_prs03082026.pdf,2026-08-03,PDF,Meeting of the Index Maintenance Sub-Committee (Equity),False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs10082026.pdf,https://www.niftyindices.com/Press_Release/ind_prs10082026.pdf,2026-08-10,PDF,"Replacements in indices w.e.f. September 30, 2026",True,True,PARSED,54,Parsed 54 Nifty 500 event rows.
ind_prs10082026_3.pdf,https://www.niftyindices.com/Press_Release/ind_prs10082026_3.pdf,2026-08-10,PDF,"Replacements in indices w.e.f. August 31, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs26082026_1.pdf,https://www.niftyindices.com/Press_Release/ind_prs26082026_1.pdf,2026-08-26,PDF,"Corporate action adjustment for India Glycols Ltd. in Nifty Indices w.e.f. September 02, 2026",False,True,NO_NIFTY500_CHANGES,0,No exact Nifty 500 membership-change section found.
ind_prs03092026.pdf,https://www.niftyindices.com/Press_Release/ind_prs03092026.pdf,2026-09-03,PDF,"Corporate action adjustment for HEG Ltd. in Nifty Indices w.e.f. September 07, 2026",True,True,PARSED,1,"Official corporate-action adjustment for HEG Ltd. says the demerged entity HEG Graphite Ltd. with dummy symbol DUMMYHEG shall be included in Nifty 500 at zero price effective September 07, 2026."
